Borough,Year,Sector,Fuel,KtCO2e
Hounslow,2010,Transport,Railways diesel,0.676371652
Islington,2010,Transport,Railways diesel,1.5679355
Kensington and Chelsea,2010,Transport,Railways diesel,4.225335862
Kingston,2010,Transport,Railways diesel,0.630081223
Lambeth,2010,Transport,Railways diesel,1.324263882
Lewisham,2010,Transport,Railways diesel,2.115822718
Merton,2010,Transport,Railways diesel,1.040310518
Newham,2010,Transport,Railways diesel,3.13758104
Redbridge,2010,Transport,Railways diesel,1.097681854
Richmond,2010,Transport,Railways diesel,0.31117962
Southwark,2010,Transport,Railways diesel,0.891005834
Sutton,2010,Transport,Railways diesel,0.010570403
Tower Hamlets,2010,Transport,Railways diesel,0.16831837
Waltham Forest,2010,Transport,Railways diesel,3.244302588
Wandsworth,2010,Transport,Railways diesel,2.358449697
Westminster,2010,Transport,Railways diesel,3.634069863
Unapportioned,2010,Transport,Railways diesel,-
Barking and Dagenham,2010,Transport,Railways electric,25.27152026
Barnet,2010,Transport,Railways electric,41.39932148
Bexley,2010,Transport,Railways electric,18.00746379
Brent,2010,Transport,Railways electric,69.09936524
Bromley,2010,Transport,Railways electric,49.72888857
Camden,2010,Transport,Railways electric,61.18219248
City of London,2010,Transport,Railways electric,19.12360534
Croydon,2010,Transport,Railways electric,63.00986409
Ealing,2010,Transport,Railways electric,31.04554975
Enfield,2010,Transport,Railways electric,27.02064528
Greenwich,2010,Transport,Railways electric,19.3469172
Hackney,2010,Transport,Railways electric,15.98549204
Hammersmith and Fulham,2010,Transport,Railways electric,25.4321249
Haringey,2010,Transport,Railways electric,35.82828494
Harrow,2010,Transport,Railways electric,26.77431647
Havering,2010,Transport,Railways electric,30.39406435
Hillingdon,2010,Transport,Railways electric,23.08043167
Hounslow,2010,Transport,Railways electric,21.78739763
Islington,2010,Transport,Railways electric,31.29752683
Kensington and Chelsea,2010,Transport,Railways electric,24.76781619
Kingston,2010,Transport,Railways electric,18.21187896
Lambeth,2010,Transport,Railways electric,61.84353119
Lewisham,2010,Transport,Railways electric,45.98783213
Merton,2010,Transport,Railways electric,36.51368909
Newham,2010,Transport,Railways electric,54.00888129
Redbridge,2010,Transport,Railways electric,23.31012787
Richmond,2010,Transport,Railways electric,23.65406205
Southwark,2010,Transport,Railways electric,41.43971931
Sutton,2010,Transport,Railways electric,8.08819052
Tower Hamlets,2010,Transport,Railways electric,45.72299606
Waltham Forest,2010,Transport,Railways electric,16.19836692
Wandsworth,2010,Transport,Railways electric,85.21744986
Westminster,2010,Transport,Railways electric,64.71501208
Unapportioned,2010,Transport,Railways electric,-
Barking and Dagenham,2010,Transport,Road Transport,134.0141344
Barnet,2010,Transport,Road Transport,374.2197153
Bexley,2010,Transport,Road Transport,181.4564459
Brent,2010,Transport,Road Transport,200.670595
Bromley,2010,Transport,Road Transport,246.9776735
Camden,2010,Transport,Road Transport,158.2182146
City of London,2010,Transport,Road Transport,48.42569621
Croydon,2010,Transport,Road Transport,227.7015204
Ealing,2010,Transport,Road Transport,277.1821057
Enfield,2010,Transport,Road Transport,362.4278309
Greenwich,2010,Transport,Road Transport,208.8521412
Hackney,2010,Transport,Road Transport,125.6911398
Hammersmith and Fulham,2010,Transport,Road Transport,110.1548589
Haringey,2010,Transport,Road Transport,135.2786396
Harrow,2010,Transport,Road Transport,133.1858292
Havering,2010,Transport,Road Transport,330.4598458
Hillingdon,2010,Transport,Road Transport,388.5742524
Hounslow,2010,Transport,Road Transport,281.0284626
Islington,2010,Transport,Road Transport,99.26722461
Kensington and Chelsea,2010,Transport,Road Transport,115.4677739
Kingston,2010,Transport,Road Transport,160.9061249
Lambeth,2010,Transport,Road Transport,169.5701458
Lewisham,2010,Transport,Road Transport,159.1750254
Merton,2010,Transport,Road Transport,134.2574952
Newham,2010,Transport,Road Transport,182.580051
Redbridge,2010,Transport,Road Transport,243.2372624
Richmond,2010,Transport,Road Transport,159.6831857
Southwark,2010,Transport,Road Transport,169.5751105
Sutton,2010,Transport,Road Transport,107.5012731
Tower Hamlets,2010,Transport,Road Transport,165.1387934
Waltham Forest,2010,Transport,Road Transport,169.3806358
Wandsworth,2010,Transport,Road Transport,173.3149694
Westminster,2010,Transport,Road Transport,258.6086106
Unapportioned,2010,Transport,Road Transport,-
