year,Borough,gender,Occupation type,Count
2010,Harrow,male," 1: managers, directors and senior officials (SOC2010)",13000
2010,Havering,male," 1: managers, directors and senior officials (SOC2010)",6900
2010,Hillingdon,male," 1: managers, directors and senior officials (SOC2010)",8600
2010,Hounslow,male," 1: managers, directors and senior officials (SOC2010)",8100
2010,Islington,male," 1: managers, directors and senior officials (SOC2010)",8000
2010,Kensington and Chelsea,male," 1: managers, directors and senior officials (SOC2010)",9700
2010,Kingston upon Thames,male," 1: managers, directors and senior officials (SOC2010)",4700
2010,Lambeth,male," 1: managers, directors and senior officials (SOC2010)",12300
2010,Lewisham,male," 1: managers, directors and senior officials (SOC2010)",8200
2010,Merton,male," 1: managers, directors and senior officials (SOC2010)",7400
2010,Newham,male," 1: managers, directors and senior officials (SOC2010)",3800
2010,Redbridge,male," 1: managers, directors and senior officials (SOC2010)",6400
2010,Richmond upon Thames,male," 1: managers, directors and senior officials (SOC2010)",9500
2010,Southwark,male," 1: managers, directors and senior officials (SOC2010)",7900
2010,Sutton,male," 1: managers, directors and senior officials (SOC2010)",8300
2010,Tower Hamlets,male," 1: managers, directors and senior officials (SOC2010)",6800
2010,Waltham Forest,male," 1: managers, directors and senior officials (SOC2010)",7700
2010,Wandsworth,male," 1: managers, directors and senior officials (SOC2010)",16000
2010,Westminster,male," 1: managers, directors and senior officials (SOC2010)",9400
2011,Barking and Dagenham,male," 1: managers, directors and senior officials (SOC2010)",1300
2011,Barnet,male," 1: managers, directors and senior officials (SOC2010)",14300
2011,Bexley,male," 1: managers, directors and senior officials (SOC2010)",5900
2011,Brent,male," 1: managers, directors and senior officials (SOC2010)",9200
2011,Bromley,male," 1: managers, directors and senior officials (SOC2010)",8300
2011,Camden,male," 1: managers, directors and senior officials (SOC2010)",7900
2011,Croydon,male," 1: managers, directors and senior officials (SOC2010)",9900
2011,Ealing,male," 1: managers, directors and senior officials (SOC2010)",9700
2011,Enfield,male," 1: managers, directors and senior officials (SOC2010)",9800
2011,Greenwich,male," 1: managers, directors and senior officials (SOC2010)",6700
2011,Hackney,male," 1: managers, directors and senior officials (SOC2010)",6600
2011,Hammersmith and Fulham,male," 1: managers, directors and senior officials (SOC2010)",8100
2011,Haringey,male," 1: managers, directors and senior officials (SOC2010)",8600
2011,Harrow,male," 1: managers, directors and senior officials (SOC2010)",8300
2011,Havering,male," 1: managers, directors and senior officials (SOC2010)",6300
2011,Hillingdon,male," 1: managers, directors and senior officials (SOC2010)",8000
2011,Hounslow,male," 1: managers, directors and senior officials (SOC2010)",7400
2011,Islington,male," 1: managers, directors and senior officials (SOC2010)",7600
2011,Kensington and Chelsea,male," 1: managers, directors and senior officials (SOC2010)",12900
2011,Kingston upon Thames,male," 1: managers, directors and senior officials (SOC2010)",6100
2011,Lambeth,male," 1: managers, directors and senior officials (SOC2010)",17200
2011,Lewisham,male," 1: managers, directors and senior officials (SOC2010)",8000
2011,Merton,male," 1: managers, directors and senior officials (SOC2010)",9000
2011,Newham,male," 1: managers, directors and senior officials (SOC2010)",6000
2011,Redbridge,male," 1: managers, directors and senior officials (SOC2010)",8400
2011,Richmond upon Thames,male," 1: managers, directors and senior officials (SOC2010)",11100
2011,Southwark,male," 1: managers, directors and senior officials (SOC2010)",7900
2011,Sutton,male," 1: managers, directors and senior officials (SOC2010)",8300
2011,Tower Hamlets,male," 1: managers, directors and senior officials (SOC2010)",7800
2011,Waltham Forest,male," 1: managers, directors and senior officials (SOC2010)",5600
2011,Wandsworth,male," 1: managers, directors and senior officials (SOC2010)",16700
2011,Westminster,male," 1: managers, directors and senior officials (SOC2010)",13000
2012,Barking and Dagenham,male," 1: managers, directors and senior officials (SOC2010)",4000
2012,Barnet,male," 1: managers, directors and senior officials (SOC2010)",15200
2012,Bexley,male," 1: managers, directors and senior officials (SOC2010)",6900
2012,Brent,male," 1: managers, directors and senior officials (SOC2010)",7600
2012,Bromley,male," 1: managers, directors and senior officials (SOC2010)",10800
2012,Camden,male," 1: managers, directors and senior officials (SOC2010)",9000
2012,Croydon,male," 1: managers, directors and senior officials (SOC2010)",11200
2012,Ealing,male," 1: managers, directors and senior officials (SOC2010)",10600
2012,Enfield,male," 1: managers, directors and senior officials (SOC2010)",8600
2012,Greenwich,male," 1: managers, directors and senior officials (SOC2010)",8400
2012,Hackney,male," 1: managers, directors and senior officials (SOC2010)",7200
2012,Hammersmith and Fulham,male," 1: managers, directors and senior officials (SOC2010)",6800
2012,Haringey,male," 1: managers, directors and senior officials (SOC2010)",6600
2012,Harrow,male," 1: managers, directors and senior officials (SOC2010)",8300
2012,Havering,male," 1: managers, directors and senior officials (SOC2010)",5300
2012,Hillingdon,male," 1: managers, directors and senior officials (SOC2010)",8800
2012,Hounslow,male," 1: managers, directors and senior officials (SOC2010)",9600
2012,Islington,male," 1: managers, directors and senior officials (SOC2010)",8300
2012,Kensington and Chelsea,male," 1: managers, directors and senior officials (SOC2010)",13800
2012,Kingston upon Thames,male," 1: managers, directors and senior officials (SOC2010)",5500
2012,Lambeth,male," 1: managers, directors and senior officials (SOC2010)",17800
2012,Lewisham,male," 1: managers, directors and senior officials (SOC2010)",4700
2012,Merton,male," 1: managers, directors and senior officials (SOC2010)",7300
2012,Newham,male," 1: managers, directors and senior officials (SOC2010)",7600
2012,Redbridge,male," 1: managers, directors and senior officials (SOC2010)",7700
2012,Richmond upon Thames,male," 1: managers, directors and senior officials (SOC2010)",10100
2012,Southwark,male," 1: managers, directors and senior officials (SOC2010)",11100
2012,Sutton,male," 1: managers, directors and senior officials (SOC2010)",7800
2012,Tower Hamlets,male," 1: managers, directors and senior officials (SOC2010)",5800
2012,Waltham Forest,male," 1: managers, directors and senior officials (SOC2010)",9800
2012,Wandsworth,male," 1: managers, directors and senior officials (SOC2010)",17400
2012,Westminster,male," 1: managers, directors and senior officials (SOC2010)",16900
2013,Barking and Dagenham,male," 1: managers, directors and senior officials (SOC2010)",4300
2013,Barnet,male," 1: managers, directors and senior officials (SOC2010)",24100
2013,Bexley,male," 1: managers, directors and senior officials (SOC2010)",7600
2013,Brent,male," 1: managers, directors and senior officials (SOC2010)",7900
2013,Bromley,male," 1: managers, directors and senior officials (SOC2010)",9300
2013,Camden,male," 1: managers, directors and senior officials (SOC2010)",10600
2013,Croydon,male," 1: managers, directors and senior officials (SOC2010)",12500
2013,Ealing,male," 1: managers, directors and senior officials (SOC2010)",8700
2013,Enfield,male," 1: managers, directors and senior officials (SOC2010)",6500
2013,Greenwich,male," 1: managers, directors and senior officials (SOC2010)",9100
2013,Hackney,male," 1: managers, directors and senior officials (SOC2010)",9400
2013,Hammersmith and Fulham,male," 1: managers, directors and senior officials (SOC2010)",10300
2013,Haringey,male," 1: managers, directors and senior officials (SOC2010)",7600
2013,Harrow,male," 1: managers, directors and senior officials (SOC2010)",4400
2013,Havering,male," 1: managers, directors and senior officials (SOC2010)",7000
2013,Hillingdon,male," 1: managers, directors and senior officials (SOC2010)",10400
2013,Hounslow,male," 1: managers, directors and senior officials (SOC2010)",10600
2013,Islington,male," 1: managers, directors and senior officials (SOC2010)",11500
2013,Kensington and Chelsea,male," 1: managers, directors and senior officials (SOC2010)",10900
2013,Kingston upon Thames,male," 1: managers, directors and senior officials (SOC2010)",7800
2013,Lambeth,male," 1: managers, directors and senior officials (SOC2010)",17800
2013,Lewisham,male," 1: managers, directors and senior officials (SOC2010)",7800
2013,Merton,male," 1: managers, directors and senior officials (SOC2010)",8000
2013,Newham,male," 1: managers, directors and senior officials (SOC2010)",4200
2013,Redbridge,male," 1: managers, directors and senior officials (SOC2010)",11800
2013,Richmond upon Thames,male," 1: managers, directors and senior officials (SOC2010)",11500
2013,Southwark,male," 1: managers, directors and senior officials (SOC2010)",11000
2013,Sutton,male," 1: managers, directors and senior officials (SOC2010)",6200
2013,Tower Hamlets,male," 1: managers, directors and senior officials (SOC2010)",9500
2013,Waltham Forest,male," 1: managers, directors and senior officials (SOC2010)",11100
2013,Wandsworth,male," 1: managers, directors and senior officials (SOC2010)",17700
2013,Westminster,male," 1: managers, directors and senior officials (SOC2010)",16000
2015,Barking and Dagenham,male," 1: managers, directors and senior officials (SOC2010)",3300
2015,Barnet,male," 1: managers, directors and senior officials (SOC2010)",16600
2015,Bexley,male," 1: managers, directors and senior officials (SOC2010)",6000
2015,Brent,male," 1: managers, directors and senior officials (SOC2010)",13100
2015,Bromley,male," 1: managers, directors and senior officials (SOC2010)",9600
2015,Camden,male," 1: managers, directors and senior officials (SOC2010)",10600
2015,Croydon,male," 1: managers, directors and senior officials (SOC2010)",11500
2015,Ealing,male," 1: managers, directors and senior officials (SOC2010)",16300
2015,Enfield,male," 1: managers, directors and senior officials (SOC2010)",10200
2015,Greenwich,male," 1: managers, directors and senior officials (SOC2010)",7900
2015,Hackney,male," 1: managers, directors and senior officials (SOC2010)",11400
2015,Hammersmith and Fulham,male," 1: managers, directors and senior officials (SOC2010)",10400
2015,Haringey,male," 1: managers, directors and senior officials (SOC2010)",6000
2015,Harrow,male," 1: managers, directors and senior officials (SOC2010)",7900
2015,Havering,male," 1: managers, directors and senior officials (SOC2010)",5500
2015,Hillingdon,male," 1: managers, directors and senior officials (SOC2010)",8800
2015,Hounslow,male," 1: managers, directors and senior officials (SOC2010)",10900
2015,Islington,male," 1: managers, directors and senior officials (SOC2010)",8900
2015,Kensington and Chelsea,male," 1: managers, directors and senior officials (SOC2010)",17100
2015,Kingston upon Thames,male," 1: managers, directors and senior officials (SOC2010)",8900
2015,Lambeth,male," 1: managers, directors and senior officials (SOC2010)",14700
2015,Lewisham,male," 1: managers, directors and senior officials (SOC2010)",12400
2015,Merton,male," 1: managers, directors and senior officials (SOC2010)",8200
2015,Newham,male," 1: managers, directors and senior officials (SOC2010)",12500
2015,Redbridge,male," 1: managers, directors and senior officials (SOC2010)",8600
2015,Richmond upon Thames,male," 1: managers, directors and senior officials (SOC2010)",12700
2015,Southwark,male," 1: managers, directors and senior officials (SOC2010)",13400
2015,Sutton,male," 1: managers, directors and senior officials (SOC2010)",7800
2015,Tower Hamlets,male," 1: managers, directors and senior officials (SOC2010)",12100
2015,Waltham Forest,male," 1: managers, directors and senior officials (SOC2010)",8400
2015,Wandsworth,male," 1: managers, directors and senior officials (SOC2010)",18800
2015,Westminster,male," 1: managers, directors and senior officials (SOC2010)",12400
2016,Barking and Dagenham,male," 1: managers, directors and senior officials (SOC2010)",3200
2016,Barnet,male," 1: managers, directors and senior officials (SOC2010)",21100
2016,Bexley,male," 1: managers, directors and senior officials (SOC2010)",6100
2016,Brent,male," 1: managers, directors and senior officials (SOC2010)",11400
2016,Bromley,male," 1: managers, directors and senior officials (SOC2010)",12900
2016,Camden,male," 1: managers, directors and senior officials (SOC2010)",12700
2016,Croydon,male," 1: managers, directors and senior officials (SOC2010)",15300
2016,Ealing,male," 1: managers, directors and senior officials (SOC2010)",14800
2016,Enfield,male," 1: managers, directors and senior officials (SOC2010)",10100
2016,Greenwich,male," 1: managers, directors and senior officials (SOC2010)",11000
2016,Hackney,male," 1: managers, directors and senior officials (SOC2010)",10100
2016,Hammersmith and Fulham,male," 1: managers, directors and senior officials (SOC2010)",9700
2016,Haringey,male," 1: managers, directors and senior officials (SOC2010)",7800
2016,Harrow,male," 1: managers, directors and senior officials (SOC2010)",9600
2016,Havering,male," 1: managers, directors and senior officials (SOC2010)",7800
2016,Hillingdon,male," 1: managers, directors and senior officials (SOC2010)",10900
2016,Hounslow,male," 1: managers, directors and senior officials (SOC2010)",14000
2016,Islington,male," 1: managers, directors and senior officials (SOC2010)",10800
2016,Kensington and Chelsea,male," 1: managers, directors and senior officials (SOC2010)",12100
2016,Kingston upon Thames,male," 1: managers, directors and senior officials (SOC2010)",9100
2016,Lambeth,male," 1: managers, directors and senior officials (SOC2010)",16800
2016,Lewisham,male," 1: managers, directors and senior officials (SOC2010)",7000
2016,Merton,male," 1: managers, directors and senior officials (SOC2010)",11700
2016,Newham,male," 1: managers, directors and senior officials (SOC2010)",11400
2016,Redbridge,male," 1: managers, directors and senior officials (SOC2010)",9700
2016,Richmond upon Thames,male," 1: managers, directors and senior officials (SOC2010)",13900
2016,Southwark,male," 1: managers, directors and senior officials (SOC2010)",16500
2016,Sutton,male," 1: managers, directors and senior officials (SOC2010)",9300
2016,Tower Hamlets,male," 1: managers, directors and senior officials (SOC2010)",9500
2016,Waltham Forest,male," 1: managers, directors and senior officials (SOC2010)",7500
2016,Wandsworth,male," 1: managers, directors and senior officials (SOC2010)",22800
2016,Westminster,male," 1: managers, directors and senior officials (SOC2010)",15800
2017,Barking and Dagenham,male," 1: managers, directors and senior officials (SOC2010)",5300
2017,Barnet,male," 1: managers, directors and senior officials (SOC2010)",19100
2017,Bexley,male," 1: managers, directors and senior officials (SOC2010)",9200
2017,Brent,male," 1: managers, directors and senior officials (SOC2010)",11300
2017,Bromley,male," 1: managers, directors and senior officials (SOC2010)",13900
2017,Camden,male," 1: managers, directors and senior officials (SOC2010)",14400
2017,Croydon,male," 1: managers, directors and senior officials (SOC2010)",11600
2017,Ealing,male," 1: managers, directors and senior officials (SOC2010)",12600
2017,Enfield,male," 1: managers, directors and senior officials (SOC2010)",6300
2017,Greenwich,male," 1: managers, directors and senior officials (SOC2010)",10600
2017,Hackney,male," 1: managers, directors and senior officials (SOC2010)",6200
2017,Hammersmith and Fulham,male," 1: managers, directors and senior officials (SOC2010)",10800
